Timestamp,Close
1970-01-01 00:00:01.711969620,69673.0
1970-01-01 00:00:01.711969680,69608.4
1970-01-01 00:00:01.711969740,69624.0
1970-01-01 00:00:01.711969800,69646.2
1970-01-01 00:00:01.711969860,69670.9
1970-01-01 00:00:01.711969920,69754.2
1970-01-01 00:00:01.711969980,69745.1
1970-01-01 00:00:01.711970040,69716.1
1970-01-01 00:00:01.711970100,69707.6
1970-01-01 00:00:01.711970160,69716.0
1970-01-01 00:00:01.711970220,69695.5
1970-01-01 00:00:01.711970280,69687.6
1970-01-01 00:00:01.711970340,69654.0
1970-01-01 00:00:01.711970400,69615.2
1970-01-01 00:00:01.711970460,69628.8
1970-01-01 00:00:01.711970520,69629.1
1970-01-01 00:00:01.711970580,69656.0
1970-01-01 00:00:01.711970640,69615.2
1970-01-01 00:00:01.711970700,69580.3
1970-01-01 00:00:01.711970760,69593.0
1970-01-01 00:00:01.711970820,69587.4
1970-01-01 00:00:01.711970880,69610.6
1970-01-01 00:00:01.711970940,69587.4
1970-01-01 00:00:01.711971000,69568.0
1970-01-01 00:00:01.711971060,69488.9
1970-01-01 00:00:01.711971120,69487.7
1970-01-01 00:00:01.711971180,69500.0
1970-01-01 00:00:01.711971240,69508.7
1970-01-01 00:00:01.711971300,69490.1
1970-01-01 00:00:01.711971360,69484.0
1970-01-01 00:00:01.711971420,69501.1
1970-01-01 00:00:01.711971480,69461.3
1970-01-01 00:00:01.711971540,69473.1
1970-01-01 00:00:01.711971600,69469.6
1970-01-01 00:00:01.711971660,69447.5
1970-01-01 00:00:01.711971720,69444.7
1970-01-01 00:00:01.711971780,69490.1
1970-01-01 00:00:01.711971840,69508.0
1970-01-01 00:00:01.711971900,69549.4
1970-01-01 00:00:01.711960080,69382.9
1970-01-01 00:00:01.711960140,69376.1
1970-01-01 00:00:01.711960200,69350.0
1970-01-01 00:00:01.711960260,69350.0
1970-01-01 00:00:01.711960320,69276.6
1970-01-01 00:00:01.711960380,69378.7
1970-01-01 00:00:01.711960440,69444.1
1970-01-01 00:00:01.711960500,69460.5
1970-01-01 00:00:01.711960560,69424.6
1970-01-01 00:00:01.711960620,69365.0
1970-01-01 00:00:01.711960680,69401.5
1970-01-01 00:00:01.711960740,69478.3
1970-01-01 00:00:01.711960800,69454.1
1970-01-01 00:00:01.711960860,69504.0
1970-01-01 00:00:01.711960920,69488.3
1970-01-01 00:00:01.711960980,69506.0
1970-01-01 00:00:01.711961040,69528.0
1970-01-01 00:00:01.711961100,69556.0
1970-01-01 00:00:01.711961160,69562.1
1970-01-01 00:00:01.711961220,69498.8
1970-01-01 00:00:01.711961280,69473.1
1970-01-01 00:00:01.711961340,69457.5
1970-01-01 00:00:01.711961400,69461.9
1970-01-01 00:00:01.711961460,69402.3
1970-01-01 00:00:01.711961520,69386.9
1970-01-01 00:00:01.711961580,69465.9
1970-01-01 00:00:01.711961640,69420.5
1970-01-01 00:00:01.711961700,69416.1
1970-01-01 00:00:01.711961760,69416.7
1970-01-01 00:00:01.711961820,69422.8
1970-01-01 00:00:01.711961880,69400.0
1970-01-01 00:00:01.711961940,69396.0
1970-01-01 00:00:01.711962000,69450.0
1970-01-01 00:00:01.711962060,69458.6
1970-01-01 00:00:01.711962120,69462.3
1970-01-01 00:00:01.711962180,69448.4
1970-01-01 00:00:01.711962240,69437.0
1970-01-01 00:00:01.711962300,69463.7
1970-01-01 00:00:01.711962360,69490.0
1970-01-01 00:00:01.711962420,69500.0
1970-01-01 00:00:01.711962480,69529.9
1970-01-01 00:00:01.711962540,69548.6
1970-01-01 00:00:01.711962600,69573.5
1970-01-01 00:00:01.711962660,69576.2
1970-01-01 00:00:01.711962720,69560.0
1970-01-01 00:00:01.711962780,69560.0
1970-01-01 00:00:01.711962840,69578.0
1970-01-01 00:00:01.711962900,69567.9
1970-01-01 00:00:01.711962960,69560.8
1970-01-01 00:00:01.711963020,69558.7
1970-01-01 00:00:01.711963080,69545.0
1970-01-01 00:00:01.711963140,69527.7
1970-01-01 00:00:01.711963200,69498.8
1970-01-01 00:00:01.711963260,69509.9
1970-01-01 00:00:01.711963320,69484.0
1970-01-01 00:00:01.711963380,69491.3
1970-01-01 00:00:01.711963440,69500.1
1970-01-01 00:00:01.711963500,69529.2
1970-01-01 00:00:01.711963560,69537.8
