Timestamp,Close
1970-01-01 00:00:01.711966020,69404.1
1970-01-01 00:00:01.711966080,69421.1
1970-01-01 00:00:01.711966140,69434.3
1970-01-01 00:00:01.711966200,69415.5
1970-01-01 00:00:01.711966260,69438.2
1970-01-01 00:00:01.711966320,69473.9
1970-01-01 00:00:01.711966380,69468.1
1970-01-01 00:00:01.711966440,69471.0
1970-01-01 00:00:01.711966500,69452.1
1970-01-01 00:00:01.711966560,69469.1
1970-01-01 00:00:01.711966620,69458.0
1970-01-01 00:00:01.711966680,69430.1
1970-01-01 00:00:01.711966740,69432.6
1970-01-01 00:00:01.711966800,69416.0
1970-01-01 00:00:01.711966860,69350.1
1970-01-01 00:00:01.711966920,69315.1
1970-01-01 00:00:01.711966980,69349.7
1970-01-01 00:00:01.711967040,69340.3
1970-01-01 00:00:01.711967100,69315.6
1970-01-01 00:00:01.711967160,69356.5
1970-01-01 00:00:01.711967220,69343.9
1970-01-01 00:00:01.711967280,69330.0
1970-01-01 00:00:01.711967340,69330.8
1970-01-01 00:00:01.711967400,69313.9
1970-01-01 00:00:01.711967460,69369.3
1970-01-01 00:00:01.711967520,69371.8
1970-01-01 00:00:01.711967580,69358.2
1970-01-01 00:00:01.711967640,69361.9
1970-01-01 00:00:01.711967700,69342.2
1970-01-01 00:00:01.711967760,69341.3
1970-01-01 00:00:01.711967820,69406.6
1970-01-01 00:00:01.711967880,69464.0
1970-01-01 00:00:01.711967940,69475.0
1970-01-01 00:00:01.711968000,69446.1
1970-01-01 00:00:01.711968060,69436.7
1970-01-01 00:00:01.711968120,69435.0
1970-01-01 00:00:01.711968180,69445.8
1970-01-01 00:00:01.711968240,69416.0
1970-01-01 00:00:01.711968300,69479.4
1970-01-01 00:00:01.711968360,69501.7
1970-01-01 00:00:01.711968420,69533.9
1970-01-01 00:00:01.711968480,69531.6
1970-01-01 00:00:01.711968540,69532.2
1970-01-01 00:00:01.711968600,69507.9
1970-01-01 00:00:01.711968660,69519.8
1970-01-01 00:00:01.711968720,69537.4
1970-01-01 00:00:01.711968780,69549.7
1970-01-01 00:00:01.711968840,69569.4
1970-01-01 00:00:01.711968900,69550.1
1970-01-01 00:00:01.711968960,69557.4
1970-01-01 00:00:01.711969020,69542.0
1970-01-01 00:00:01.711969080,69559.6
1970-01-01 00:00:01.711969140,69546.1
1970-01-01 00:00:01.711969200,69559.5
1970-01-01 00:00:01.711969260,69572.9
1970-01-01 00:00:01.711969320,69637.6
1970-01-01 00:00:01.711969380,69686.3
1970-01-01 00:00:01.711969440,69706.0
1970-01-01 00:00:01.711969500,69651.6
1970-01-01 00:00:01.711969560,69675.9
