,Open,High,Low,Close,Volume,Sentiment
0,0.24836463388899688,0.22570083896047777,0.3780912574016213,0.266959798994975,0.07259620163356545,0.5
1,0.26883308714917575,0.2083077552690611,0.41448972483456714,0.302554438860966,0.0028139010403764844,0.0
2,0.30491664908208804,0.22160834868014945,0.4319052594914723,0.33019262981574116,0.004090439449956223,0.0
3,0.3327706267145061,0.2214037241661515,0.4345175896900173,0.2908291457286225,0.0029513359015870514,0.0
4,0.301962439333181,0.2533251483527579,0.44165795889935566,0.33835845896146566,0.024279047632198365,0.0
5,0.33699092635578154,0.30263965623080935,0.4597701149425433,0.4131072026800382,0.08063998235348885,0.0
6,0.41654357459378843,0.3325148352772658,0.5259491466388084,0.4009631490787342,0.016523064357656842,0.0
7,0.40388267566996205,0.2987517904645074,0.5229885057471364,0.407035175879372,0.001401575178866906,0.0
8,0.41316733488076807,0.3114385103335451,0.4881574364333119,0.3674623115578015,0.0075556205861073734,0.0
9,0.3732855032707221,0.2926130550440007,0.4681295715778617,0.4030569514237925,0.029196175023516853,0.0
10,0.41169023000631455,0.29936566400652964,0.5085336119819033,0.3798157453936142,0.011935014242034496,0.0
11,0.38278117746358475,0.26989973398812594,0.4599442702891139,0.32139865996649064,0.04781574268495214,0.0
12,0.32411901244987007,0.22733783507263183,0.4599442702891139,0.3266331658291506,0.003470887742109865,0.0
13,0.3293943870014573,0.2181297319418718,0.42493904562870455,0.29187604690116586,0.20450828099383764,0.0
14,0.28149398607300213,0.21424186617556984,0.320445837687231,0.15389447236179876,0.08513049138978107,0.0
15,0.15488499683476675,0.048905258849998745,0.16893068617207518,0.0806113902847585,0.1389261915769033,0.0
16,0.08145178307657375,0.048905258849998745,0.2596656217346123,0.15305695142376408,0.003618427987396921,0.0
17,0.1380037982696649,0.0392879066912144,0.30059212817835146,0.13337520938023317,0.0,0.0
18,0.1342055285925312,0.028852056476353027,0.2446882619296531,0.08165829145727344,0.04521428672764392,0.0
19,0.09791095167756225,0.07039083282177216,0.27342389411356294,0.16729480737015479,0.11563113315716089,0.0
20,0.16881198565098998,0.07959893595250378,0.30337861372343866,0.14091289782240324,0.0531434399028712,0.0
21,0.14686642751632917,0.06936771025166877,0.27882270985720936,0.11180904522612423,0.13974795025610512,0.0
22,0.11268200042201215,0.02230407202782203,0.26471612678510326,0.11348408710216518,0.0336038270415068,0.0
23,0.10445241612154632,0.0,0.23371647509578963,0.07809882747065444,0.020444742153404735,0.0
24,0.0787085883097518,0.08880703908326382,0.2575757575757507,0.19409547738692368,0.012240712005210631,0.0
25,0.19561088837306784,0.09371802741966917,0.32236154649949356,0.19932998324958362,0.02206828971767376,0.0
26,0.20173032285291015,0.1080417434008325,0.3347265761058935,0.17085427135677378,0.0055258762978937625,0.0
27,0.17218822536398193,0.08962553713934085,0.32758620689656937,0.17860134003348094,0.0030534338209309325,0.0
28,0.17999577970033442,0.07325557601797072,0.2692441657959108,0.13735343383581267,0.011207893267767966,0.0
29,0.13863684321586334,0.0527931246163007,0.3009404388714927,0.13546901172529147,0.0052062138131225115,0.0
30,0.13673770837726806,0.20237364436258076,0.3052943225357154,0.27219430485760654,0.02985572347099242,0.0
31,0.27453049166490473,0.2868835686515183,0.4191919191919169,0.39237855946396394,0.011503438816872526,0.0
32,0.39544207638741113,0.32187436054837804,0.5189829327760407,0.4154103852596336,0.03826291988038667,0.0
33,0.4186537244144404,0.31491712707182273,0.48780912574018487,0.35489949748742333,0.10128485031573509,0.0
34,0.35788140958007375,0.24575404133412349,0.43625914315570924,0.335217755443864,0.03007894312085385,0.0
35,0.3380460012660933,0.25025578064250453,0.46830372692441813,0.33165829145727344,0.014824351665754024,0.0
